col0,col1,col2,col3,col4,col5,col6,col7
2013 Swiss Badminton Championships,2013-01-01,2012 Swiss Badminton Championships,badminton,2014 Swiss Badminton Championships,national championship,Switzerland,Swiss Badminton Championships
2004 Swiss Badminton Championships,2004-01-01,2003 Swiss Badminton Championships,badminton,2005 Swiss Badminton Championships,national championship,Switzerland,Swiss Badminton Championships
2012 Swiss Badminton Championships,2012-01-01,2011 Swiss Badminton Championships,badminton,2013 Swiss Badminton Championships,national championship,Switzerland,Swiss Badminton Championships
1974 Swiss Badminton Championships,1974-01-01,1973 Swiss Badminton Championships,badminton,1975 Swiss Badminton Championships,national championship,Switzerland,Swiss Badminton Championships
1970 Swiss Badminton Championships,1970-01-01,1969 Swiss Badminton Championships,badminton,1971 Swiss Badminton Championships,national championship,Switzerland,Swiss Badminton Championships
1969 Swiss Badminton Championships,1969-01-01,1968 Swiss Badminton Championships,badminton,1970 Swiss Badminton Championships,national championship,Switzerland,Swiss Badminton Championships
1968 Swiss Badminton Championships,1968-01-01,1967 Swiss Badminton Championships,badminton,1969 Swiss Badminton Championships,national championship,Switzerland,Swiss Badminton Championships
1967 Swiss Badminton Championships,1967-01-01,1966 Swiss Badminton Championships,badminton,1968 Swiss Badminton Championships,national championship,Switzerland,Swiss Badminton Championships
1964 Swiss Badminton Championships,1964-01-01,1963 Swiss Badminton Championships,badminton,1965 Swiss Badminton Championships,national championship,Switzerland,Swiss Badminton Championships
1965 Swiss Badminton Championships,1965-01-01,1964 Swiss Badminton Championships,badminton,1966 Swiss Badminton Championships,national championship,Switzerland,Swiss Badminton Championships
1962 Swiss Badminton Championships,1962-01-01,1961 Swiss Badminton Championships,badminton,1963 Swiss Badminton Championships,national championship,Switzerland,Swiss Badminton Championships
1961 Swiss Badminton Championships,1961-01-01,1960 Swiss Badminton Championships,badminton,1962 Swiss Badminton Championships,national championship,Switzerland,Swiss Badminton Championships
