col0,col1,col2,col3
Kampong Thom Province,Western Cham,708398,1907-01-01
Kampong Speu Province,Suoy,716517,1907-01-01
Preah Vihear Province,Pear,170852,1959-01-01
Sihanoukville Province,Sa'och,199902,2008-12-22
Battambang Province,Somray,1036523,1907-01-01
Koh Kong Province,Somray,139722,1959-01-01
Ratanakiri Province,Tampuan,149997,1959-01-01
Kratié Province,Kuy,318523,1907-01-01
Preah Vihear Province,Kuy,170852,1959-01-01
Kampong Thom Province,Kuy,708398,1907-01-01
Ratanakiri Province,Jarai,149997,1959-01-01
