col0,col1,col2,col3,col4,col5,col6
Istanbul Province,Istanbul,Istanbul Subregion,15067724,Turkish,province of Turkey,Çekmeköy
Rize Province,Rize,Trabzon Subregion,348608,Turkish,province of Turkey,Ardeşen
Ordu Province,Ordu,Trabzon Subregion,771932,Turkish,province of Turkey,Kabataş
Erzurum Province,Erzurum,Erzurum Subregion,767848,Turkish,province of Turkey,Çat
Mersin Province,Mersin,Adana Subregion,1814468,Turkish,province of Turkey,Çamlıyayla
Muş Province,Muş,Van Subregion,407992,Turkish,province of Turkey,Malazgirt
Malatya Province,Malatya,Malatya Subregion,797036,Turkish,province of Turkey,Akçadağ
Mardin Province,Mardin,Mardin Subregion,829195,Turkish,province of Turkey,Derik
Kocaeli Province,İzmit,Kocaeli Subregion,1906391,Turkish,province of Turkey,Kartepe
Elazığ Province,Elâzığ,Malatya Subregion,595638,Turkish,province of Turkey,Arıcak
Siirt Province,Siirt,Mardin Subregion,331670,Turkish,province of Turkey,Eruh
Şanlıurfa Province,Şanlıurfa,Şanlıurfa Subregion,2035809,Turkish,province of Turkey,Harran
Erzurum Province,Erzurum,Erzurum Subregion,767848,Turkish,province of Turkey,Horasan
