col0,col1,col2,col3,col4,col5,col6
Government of the 13th Dáil,Government of the 14th Dáil,1951-01-01,1948-01-01,Seán T. O'Kelly,1948-01-01,cabinet
Vasile I Cabinet,Isărescu I Cabinet,1999-01-01,1998-01-01,Emil Constantinescu,1998-01-01,Cabinet of Romania
Ciorbea I Cabinet,Vasile I Cabinet,1998-01-01,1996-01-01,Emil Constantinescu,1996-01-01,Cabinet of Romania
Vasile I Cabinet,Isărescu I Cabinet,1999-01-01,1998-01-01,Emil Constantinescu,1998-01-01,cabinet
Government of the 7th Dáil,Government of the 8th Dáil,1933-01-01,1932-01-01,George V,1932-01-01,cabinet
Ciorbea I Cabinet,Vasile I Cabinet,1998-01-01,1996-01-01,Emil Constantinescu,1996-01-01,cabinet
Văcăroiu I Cabinet,Ciorbea I Cabinet,1996-01-01,1992-01-01,Ion Iliescu,1992-01-01,Cabinet of Romania
Roman II Cabinet,Roman III Cabinet,1991-01-01,1990-01-01,Ion Iliescu,1990-01-01,Cabinet of Romania
Johannes Virolainen's cabinet,Rafael Paasio's first cabinet,1966-05-27,1964-09-12,Urho Kekkonen,1964-01-01,Finnish Government
Rafael Erich's cabinet,Juho Vennola's second cabinet,1921-04-09,1920-03-15,Kaarlo Juho Ståhlberg,1920-01-01,Finnish Government
Văcăroiu I Cabinet,Ciorbea I Cabinet,1996-01-01,1992-01-01,Ion Iliescu,1992-01-01,cabinet
