col0,col1,col2,col3
Karlsborg Fortress,Karlsborg Fortress Museum,Karlsborg Municipality,fortification
La Scala,Fondazione Teatro alla Scala,Milan,concert dance
White House,National Park Service,Northwest,official residence
La Scala,Fondazione Teatro alla Scala,Milan,concert
Rosendal Palace,Royal Djurgården Administration,Stockholm Municipality,palace
La Scala,Fondazione Teatro alla Scala,Milan,opera
Drottningholm Palace,Royal Court of Sweden,Ekerö Municipality,royal palace
Hoover Dam,United States Bureau of Reclamation,Mohave County,recreational sport
Prague Castle,Správa Pražského hradu,Hradčany,official residence
Washington Monument,National Park Service,"Washington, D.C.",obelisk
Hoover Dam,United States Bureau of Reclamation,Mohave County,hydroelectricity
Siarö Fort,Blidösund company,Österåker Municipality,coastal artillery
Drottningskär Citadel,Restaurant Citadel,Karlskrona Municipality,fortification
Carlsten Fortress,Carlstens fästning HB,Kungälv Municipality,citadel
