col0,col1,col2,col3
Porta Galliera,Walls of Bologna,Italian national heritage,Bologna
High door,Wall of Villarroya de la Sierra,Bien Inventariado del Patrimonio Cultural Aragonés,Villarroya de la Sierra
Low door,Wall of Villarroya de la Sierra,Bien Inventariado del Patrimonio Cultural Aragonés,Villarroya de la Sierra
Puerta de las Fraguas,Fortified site of Ateca,Bien de Interés Cultural (generic),Ateca
Puerta de Ariza,Fortified site of Ateca,Bien de Interés Cultural (generic),Ateca
Porta Nuova,Mura spagnole di Milano,Italian national heritage,Milan
Shanhai Pass,Ming Great Wall,Major Historical and Cultural Site Protected at the National Level,Shanhaiguan District
Old Town Bridge Tower,Charles Bridge,part of national heritage site in the Czech Republic,Old Town
Ellinger Tor,Deutsche Bauwerke aus zwölf Jahrhunderten,architectural heritage monument in Bavaria,Weißenburg in Bayern
Gate of Peyrou,promenade of Peyrou,registered historic monument,Montpellier
Puerta Nueva de Bisagra,Historic City of Toledo,Bien de Interés Cultural,Toledo
Porta Nigra,"Roman Monuments, Cathedral of St. Peter and Church of Our Lady in Trier UNESCO World Heritage Site",Kulturdenkmal,Trier
Holstentor,Hanseatic City of Lübeck,Kulturdenkmal,Lübeck
