col0,col1,col2,col3,col4
Cambridgeshire,Cambridgeshire,651482,Cambridgeshire County Council,county council area
Essex,Essex,1477764,Essex County Council,county council area
Lincolnshire,Lincolnshire,755833,Lincolnshire County Council,county council area
North Yorkshire,North Yorkshire,614505,North Yorkshire County Council,county council area
Derbyshire,Derbyshire,796142,Derbyshire County Council,county council area
County Durham,County Durham,526980,Durham County Council,county council area
Cornwall,Cornwall,565968,Cornwall Council,unitary authority of England
East Riding of Yorkshire,East Riding of Yorkshire,339614,East Riding of Yorkshire Council,unitary authority of England
Shropshire,Shropshire,320274,Shropshire Council,unitary authority of England
Wiltshire,Wiltshire,498064,Wiltshire Council,unitary authority of England
County Durham,County Durham,526980,Durham County Council,unitary authority of England
Staffordshire,Staffordshire,875219,Staffordshire County Council,non-metropolitan county
Somerset,Somerset,559399,Somerset County Council,non-metropolitan county
