col0,col1,col2,col3,col4,col5
Ubuntu Local Municipality,second-level administrative country subdivision,South Africa,Victoria West,18601,Kareeberg Local Municipality
Siyancuma Local Municipality,local municipality,South Africa,Douglas,37076,Kgatelopele Local Municipality
Nama Khoi Local Municipality,local municipality,South Africa,Springbok,47041,Richtersveld Local Municipality
Umsobomvu Local Municipality,local municipality,South Africa,Colesberg,28376,Gariep Local Municipality
Theewaterskloof Local Municipality,local municipality,South Africa,Caledon,108790,Stellenbosch Local Municipality
Metsimaholo Local Municipality,local municipality,South Africa,Sasolburg,149108,Emfuleni Local Municipality
Merafong City Local Municipality,local municipality,South Africa,Carletonville,197520,Mogale City Local Municipality
Letsemeng Local Municipality,local municipality,South Africa,Koffiefontein,38628,Thembelihle Local Municipality
Lesedi Local Municipality,local municipality,South Africa,Heidelberg,99520,Ekurhuleni Metropolitan Municipality
Knysna Local Municipality,local municipality,South Africa,Knysna,68659,Bitou Local Municipality
Karoo Hoogland Local Municipality,local municipality,South Africa,Williston,12588,Laingsburg Local Municipality
Kannaland Local Municipality,local municipality,South Africa,Ladismith,24767,Laingsburg Local Municipality
Kamiesberg Local Municipality,local municipality,South Africa,Garies,10187,Matzikama Local Municipality
Mossel Bay Local Municipality,local municipality,South Africa,Mossel Bay,89430,Oudtshoorn Local Municipality
Swellendam Local Municipality,local municipality,South Africa,Swellendam,35916,Cape Agulhas Local Municipality
