col0,col1,col2,col3,col4,col5,col6
neptunium-235,1782958.16,142,neptunium,235.044061591,protactinium-231,396.1
neptunium-233,1769910.173,140,neptunium,233.040739489,protactinium-229,36.2
neptunium-232,1762504,139,neptunium,232.040107,protactinium-228,14.7
neptunium-231,1756091.568,138,neptunium,231.03824449,protactinium-227,48.8
neptunium-230,1748408.48,137,neptunium,230.037827716,protactinium-226,4.6
neptunium-229,1741793.694,136,neptunium,229.036263974,protactinium-225,4
neptunium-228,1733906.484,135,neptunium,228.036066462,protactinium-224,61.4
neptunium-227,1726868.677,134,neptunium,227.034956832,protactinium-223,0.51
neptunium-226,1718504,133,neptunium,226.035188,protactinium-222,35
neptunium-237,1795272.393,144,neptunium,237.04817171,magnesium-30,2144000
neptunium-242,1823083.526,149,neptunium,242.061639615,plutonium-242,2.2
neptunium-241,1818169.07,148,neptunium,241.058250697,plutonium-241,13.9
neptunium-236,1788694.504,143,neptunium,236.046568392,uranium-236,22.5
