col0,col1,col2,col3,col4,col5,col6
St. Clair County,Illinois,St. Clair County,1790-04-27,1746,county of Illinois,Belleville
Menard County,Illinois,Menard County,1839-01-01,817,county of Illinois,Petersburg
Randolph County,Illinois,Randolph County,1795-10-05,1547,county of Illinois,Chester
Hardin County,Illinois,Hardin County,1839-03-01,470,county of Illinois,Elizabethtown
Franklin County,Illinois,Franklin County,1818-01-02,1117,county of Illinois,Benton
Jefferson County,Illinois,Jefferson County,1819-01-01,1512,county of Illinois,Mount Vernon
Jasper County,Illinois,Jasper County,1831-01-01,1290,county of Illinois,Newton
Henry County,Illinois,Henry County,1825-01-13,2138,county of Illinois,Cambridge
Kane County,Illinois,Kane County,1836-01-16,1357,county of Illinois,Geneva
Lake County,Illinois,Lake County,1839-03-01,3543,county of Illinois,Waukegan
Saline County,Illinois,Saline County,1847-01-01,1002,county of Illinois,Harrisburg
Livingston County,Illinois,Livingston County,1837-02-27,2708,county of Illinois,Pontiac
