col0,col1,col2,col3,col4,col5,col6,col7
USS Vance,Brown Shipbuilding,Houston,United States of America,Edsall-class destroyer escort,United States Navy,"Joseph Williams Vance, Jr.",destroyer escort
USS Tomich,Brown Shipbuilding,Houston,United States of America,Edsall-class destroyer escort,United States Navy,Peter Tomich,destroyer escort
USS Swenning,Brown Shipbuilding,Houston,United States of America,Edsall-class destroyer escort,United States Navy,Gust J. Swenning,destroyer escort
USS Swasey,Brown Shipbuilding,Houston,United States of America,Edsall-class destroyer escort,United States Navy,Charles Swasey,destroyer escort
USS Sturtevant,Brown Shipbuilding,Houston,United States of America,Edsall-class destroyer escort,United States Navy,Albert Dillon Sturtevant,destroyer escort
USS Stewart,Brown Shipbuilding,Orange,United States of America,Edsall-class destroyer escort,United States Navy,Charles Stewart,destroyer escort
USS Spangler,Defoe Shipbuilding Company,Bay City,United States of America,Buckley-class destroyer escort,United States Navy,Donald H. Spangler,destroyer escort
USS Snowden,Brown Shipbuilding,Houston,United States of America,Edsall-class destroyer escort,United States Navy,Thomas Snowden,destroyer escort
USS Sloat,Brown Shipbuilding,Houston,United States of America,Edsall-class destroyer escort,United States Navy,John D. Sloat,destroyer escort
USS Sellstrom,Brown Shipbuilding,Houston,United States of America,Edsall-class destroyer escort,United States Navy,Edward Robert Sellstrom,destroyer escort
USS Schmitt,Bethlehem Shipbuilding Corporation,Quincy,United States of America,Buckley-class destroyer escort,United States Navy,Aloysius Schmitt,destroyer escort
USS Roy O. Hale,Consolidated Steel Corporation,Orange,United States of America,Edsall-class destroyer escort,United States Navy,"Roy Orestus Hale, Jr.",destroyer escort
USS Robert E. Peary,Consolidated Steel Corporation,Orange,United States of America,Edsall-class destroyer escort,United States Navy,Robert Peary,destroyer escort
USS Ricketts,Brown Shipbuilding,Orange,United States of America,Edsall-class destroyer escort,United States Navy,Milton Ernest Ricketts,destroyer escort
USS Rich,Defoe Shipbuilding Company,Bay City,United States of America,Buckley-class destroyer escort,United States Navy,Ralph M. Rich,destroyer escort
