col0,col1,col2,col3,col4,col5
Portrait of a lady in a blue dress.,museum's storage space,woman,Paul Joseph Bardou,28.2,pastel
The Chocolate girl.,museum's storage space,chocolate,anonymous,86,pastel
Portrait of Aleksandra Pernett.,museum's storage space,Aleksandra Zajączkowa,Louis-François Marteau,38,pastel
Miniature of a man in a bright wig and a blue bow.,museum's storage space,man,anonymous,3,illumination
Portrait of a lady in a blue dress.,museum's storage space,woman,Paul Joseph Bardou,28.2,illumination
The Chocolate girl.,museum's storage space,chocolate,anonymous,86,illumination
"""The Elephant Clock"", Folio from a Book of the Knowledge of Ingenious Mechanical Devices by al-Jazari",Metropolitan Museum of Art,man,al-Jazari,30,illumination
Lamentation over the dead Christ,museum's storage space,Jesus Christ,Pieter Quast,18.8,illumination
Portrait of Aleksandra Pernett.,museum's storage space,Aleksandra Zajączkowa,Louis-François Marteau,38,illumination
Madonna and Child with St. Roch and a donor.,museum's storage space,Jesus Christ,Alessandro Merli,21,illumination
Elderly couple sitting on a sofa.,museum's storage space,couch,anonymous,55.7,illumination
Jean Wauquelin presenting his 'Chroniques de Hainaut' to Philip the Good,Royal Library of Belgium,dog,Rogier van der Weyden,43.9,Presentation miniature
Ennoblement Act of Jan Januszowski,National Museum in Warsaw,Sigismund III Vasa,anonymous,57,document
Elderly couple sitting on a sofa.,museum's storage space,pipe,anonymous,55.7,illumination
Ennoblement Act of Jan Januszowski,National Museum in Warsaw,Sigismund III Vasa,anonymous,57,illumination
