col0,col1,col2,col3
cadaver,C,Unix-like,"GNU General Public License, version 2.0 or later"
most,C,Microsoft Windows,"GNU General Public License, version 2.0 or later"
youtube-dl,Python,Berkeley Software Distribution,Unlicense
kakoune,C++,FreeBSD,Unlicense
youtube-dl,Python,macOS,Unlicense
kakoune,C++,macOS,Unlicense
youtube-dl,Python,Microsoft Windows,Unlicense
kakoune,C++,Linux,Unlicense
OutGuess,C,Microsoft Windows,4-clause BSD license
srm,C,Unix-like,X11 license
fd,Rust,Linux,"Apache Software License, Version 2.0"
gallery-dl,Python,Unix-like,"GNU General Public License, version 2.0"
Secure delete,C,Unix-like,"GNU General Public License, version 2.0"
gallery-dl,Python,Linux,"GNU General Public License, version 2.0"
