col0,col1,col2,col3
State Provincial Office of Oulu,Renaissance Revival architecture,Linnankatu,1890-01-01
Tampere City Central Office Building,Modern Movement,Puutarhakatu,1967-01-01
Adria Palace,Rondocubism,Národní,1924-01-01
Pojišťovna Praha,Art Nouveau architecture,Národní,1907-01-01
building of the tax authority of Wedding,Nachkriegsmoderne,Osloer Straße,1967-01-01
Police inspection Tiergarten,Modern Movement,Invalidenstraße,1966-01-01
Presidential Palace,Neoclassical architecture,Pohjoisesplanadi,1815-01-01
House of the Estates,Renaissance Revival architecture,Snellmaninkatu,1891-01-01
Government Palace,Neoclassical architecture,Snellmaninkatu,1822-01-01
Lloyd's building,high-tech architecture,Lime Street,1986-11-18
Mariinsky Palace,eclectic architecture,Saint Isaac's Square,1839-01-01
