col0,col1,col2,col3
Mirror Lake State Park,1962-01-01,United States of America,Wisconsin state park
Mill Bluff State Park,1936-01-01,United States of America,Wisconsin state park
Lakeshore State Park,1998-01-01,United States of America,Wisconsin state park
Lake Wissota State Park,1961-01-01,United States of America,Wisconsin state park
Lake Kegonsa State Park,1962-01-01,United States of America,Wisconsin state park
High Cliff State Park,1956-01-01,United States of America,Wisconsin state park
Heritage Hill State Historical Park,1972-01-01,United States of America,Wisconsin state park
Hartman Creek State Park,1966-01-01,United States of America,Wisconsin state park
Harrington Beach State Park,1992-01-01,United States of America,Wisconsin state park
Governor Thompson State Park,2000-01-01,United States of America,Wisconsin state park
Governor Nelson State Park,1975-01-01,United States of America,Wisconsin state park
Governor Dodge State Park,1948-01-01,United States of America,Wisconsin state park
