col0,col1,col2,col3,col4,col5,col6
South Carolina,Gullah,English,state of the United States,South Carolina Supreme Court,geography of South Carolina,105
North Carolina,Gullah,English,state of the United States,North Carolina Supreme Court,geography of North Carolina,215
Georgia,Gullah,English,state of the United States,Supreme Court of Georgia,geography of Georgia,180
Indiana,Pennsylvania German,English,state of the United States,Supreme Court of Indiana,geography of Indiana,210
Pennsylvania,English,English,state of the United States,Supreme Court of Pennsylvania,geography of Pennsylvania,335
Virginia,English,English,state of the United States,Supreme Court of Virginia,geography of Virginia,290
Colorado,Colorado River Numic language,English,state of the United States,Colorado Supreme Court,geography of Colorado,2073
Idaho,Coeur d'Alene,English,state of the United States,Idaho Supreme Court,geography of Idaho,1524
Wyoming,Shoshoni,English,state of the United States,Wyoming Supreme Court,geography of Wyoming,2040
Montana,Blackfoot,English,state of the United States,Montana Supreme Court,geography of Montana,1035
