col0,col1,col2,col3,col4
Fontaine-lavoir de Sennecey-le-Grand,fountain,Sennecey-le-Grand,France,registered historic monument
Fontaine lavoir du corps de garde,fountain,Bourogne,France,registered historic monument
Lauadèr de Bossòst,fountain,Bossòst,Spain,Cultural Asset of Local Interest
Fontaine-lavoir de Montagney,fountain,Montagney,France,registered historic monument
Lauder de Vilamòs,spring,Vilamòs,Spain,Cultural Asset of Local Interest
Mairie-lavoir et éolienne d'Arthonnay,wind turbine,Arthonnay,France,« Patrimoine du XXe siècle » label
Wash House,theatre,Angus,United Kingdom,category B listed building
Tramutola old mill and washhouse,monument,Tramutola,Italy,Italian national heritage
Bassa i safareig de la Calvaria,pond,Calldetenes,Spain,Cultural Asset part of the architectural heritage of Catalonia
Tramutola old mill and washhouse,lavoir,Tramutola,Italy,Italian national heritage
Abeurador i safareig públic,lavoir,Barberà de la Conca,Spain,Cultural Asset of Local Interest
