col0,col1,col2,col3,col4,col5,col6,col7
HD 113778,-41.5884432460339,9.7869,-15.036,5.588,variable star,4821,123
Zeta Piscium B,7.5782440730054,24.2497,-53.374,6.32,star,6848,12600
40 Cassiopeiae,73.0400370013427,6.8758,-13.364,5.281,star,4980,316
HD 8949,7.9613549894662,8.3801,-7.471,6.214,star,4805,720
HD 8498,-30.9456149438354,4.4877,-45.643,5.819,star,3706,2
HD 113778,-41.5884432460339,9.7869,-15.036,5.588,star,4821,123
41 Piscium,8.1902726407652,7.4158,-3.68,5.37,star,4539,126
Rho Piscium,19.1723484982154,39.0724,-26.056,5.344,star,6817,13180
87 Piscium,16.1334908612178,5.6996,-26.725,5.962,star,12560,14450
43 Ceti,-0.4496736842968,7.1308,-11.89,6.503,suspected variable,4829,600
37 Ceti A,-7.9228256022704,41.8304,123.66,5.13,suspected variable,6502,12590
Omicron Piscium,9.1577534268754,13.1012,53.109,4.26,suspected variable,5004,370
107 Piscium,20.2685167339068,131.4903,-674.505,5.24,suspected variable,5227,35480
