col0,col1,col2,col3,col4
Bannock County,Bannock people,Franklin County,2972,Pocatello
Ada County,Ada Riggs,Canyon County,2746,Boise
Boundary County,Canada–United States border,Lincoln County,3311,Bonners Ferry
Lincoln County,Abraham Lincoln,Blaine County,3123,Shoshone
Clark County,Sam K. Clark,Lemhi County,4572,Dubois
Blaine County,James G. Blaine,Custer County,6892,Hailey
Butte County,Big Southern Butte,Clark County,5785,Arco
Caribou County,Caribou Mountains,Bear Lake County,4658,Soda Springs
Custer County,George Armstrong Custer,Lemhi County,12786,Challis
Lemhi County,Fort Lemhi,Clark County,11835,Salmon
Camas County,Camassia,Blaine County,2795,Fairfield
Teton County,Teton Range,Teton County,1167,Driggs
Oneida County,Oneida Lake,Power County,3112,Malad City
Adams County,John Adams,Washington County,3548,Council
