col0,col1,col2,col3,col4,col5,col6,col7
1972,1971,1972,1972-01-01,year,1970s,May 1972,1973
1980,1979,1980,1980-01-01,year,1980s,July 1980,1981
1984,1983,1984,1984-01-01,year,1980s,February 1984,1985
1988,1987,1988,1988-01-01,year,1980s,January 1988,1989
1948,1947,1948,1948-01-01,leap year,1940s,August 1948,1949
1960,1959,1960,1960-01-01,leap year,1960s,May 1960,1961
1964,1963,1964,1964-01-01,leap year,1960s,April 1964,1965
1968,1967,1968,1968-01-01,leap year,1960s,July 1968,1969
1972,1971,1972,1972-01-01,leap year,1970s,May 1972,1973
1948,1947,1948,1948-01-01,year,1940s,August 1948,1949
