col0,col1,col2,col3,col4,col5
Novosibirsk Oblast,1937-09-28,Novosibirsk,Andrey Travnikov,Russia,2788849
Oryol Oblast,1937-09-27,Oryol,Andrey Klychkov,Russia,747247
Tyumen Oblast,1944-08-14,Tyumen,Alexander Moor,Russia,3692400
Voronezh Oblast,1934-06-13,Voronezh,Aleksandr Gusev,Russia,2333768
Kaliningrad Oblast,1946-04-07,Kaliningrad,Anton Alikhanov,Russia,994599
Kirov Oblast,1936-12-07,Kirov,Igor Vasilyev,Russia,1283238
Yaroslavl Oblast,1936-03-11,Yaroslavl,Dmitry Mironov,Russia,1265684
Kursk Oblast,1934-06-13,Kursk,Roman Starovoit,Russia,1115237
Ryazan Oblast,1937-09-26,Ryazan,Nikolay Lyubimov,Russia,1121474
Nizhny Novgorod Oblast,1929-01-14,Nizhny Novgorod,Gleb Nikitin,Russia,3234752
Bryansk Oblast,1944-07-05,Bryansk,Alexandr Bogomaz,Russia,1210982
Novgorod Oblast,1944-07-05,Veliky Novgorod,Andrey Nikitin,Russia,606476
