col0,col1,col2,col3
p-terphenyl,500,1.23,p-terphenyl exposure
m-terphenyl,500,1.23,m-terphenyl exposure
o-terphenyl,500,1.1,o-terphenyl exposure
tellurium,25,6.24,tellurium exposure
"2,4,5-T",250,1.8,"2,4,5-trichlorophenoxyacetic acid exposure"
rotenone,2500,1.27,Rotenone exposure
picric acid,75,1.76,picric acid exposure
phthalic anhydride,60,1.2,phthalic anhydride exposure
diphosphorus pentasulfide,250,2.09,phosphorus pentasulfide exposure
diphenyl ether,696,1.08,diphenyl ether exposure
phenol,962.5,1.06,phenol exposure
