col0,col1,col2,col3,col4,col5,col6
1981 Family Circle Cup,Sea Pines Resort,Hilton Head Island,1981-01-01,1981-04-12,United States of America,tennis
1978 Family Circle Cup,Sea Pines Resort,Hilton Head Island,1978-01-01,1978-04-16,United States of America,tennis
2018 Volvo Car Open,Family Circle Tennis Center,Charleston,2018-01-01,2018-04-08,United States of America,tennis
2014 Family Circle Cup,Family Circle Tennis Center,Charleston,2014-01-01,2014-04-06,United States of America,tennis
2013 Family Circle Cup,Family Circle Tennis Center,Charleston,2013-01-01,2013-04-07,United States of America,tennis
2009 Family Circle Cup,Family Circle Tennis Center,Charleston,2009-01-01,2009-04-19,United States of America,tennis
2008 Family Circle Cup,Family Circle Tennis Center,Charleston,2008-01-01,2008-04-20,United States of America,tennis
2007 Family Circle Cup,Family Circle Tennis Center,Charleston,2007-01-01,2007-04-15,United States of America,tennis
2006 Family Circle Cup,Family Circle Tennis Center,Charleston,2006-01-01,2006-04-16,United States of America,tennis
2004 Family Circle Cup,Family Circle Tennis Center,Charleston,2004-01-01,2004-04-18,United States of America,tennis
