col0,col1,col2,col3,col4
Kamrangirchar Thana,Bangladesh,Dhaka District,thana of Bangladesh,2.87
Kafrul Thana,Bangladesh,Dhaka District,thana of Bangladesh,17.8
Hazaribagh Thana,Bangladesh,Dhaka District,thana of Bangladesh,3.58
Halishahar,Bangladesh,Chittagong District,thana of Bangladesh,9.64
Double Mooring Thana,Bangladesh,Chittagong District,thana of Bangladesh,26.99
Lalbagh Thana,Bangladesh,Dhaka District,thana of Bangladesh,9.14
Dhaka Kotwali Thana,Bangladesh,Dhaka District,thana of Bangladesh,0.67
Demra Thana,Bangladesh,Dhaka District,thana of Bangladesh,19.36
"Daulatpur Thana, Khulna",Bangladesh,Khulna District,thana of Bangladesh,7.69
Chittagong Kotwali Thana,Bangladesh,Chittagong District,thana of Bangladesh,6.24
Chandgaon Thana,Bangladesh,Chittagong District,thana of Bangladesh,32.14
Cantonment Thana,Bangladesh,Dhaka District,thana of Bangladesh,14.47
Boalia Thana,Bangladesh,Rajshahi District,thana of Bangladesh,31.69
Bandar Thana,Bangladesh,Chittagong District,thana of Bangladesh,44.63
Badda Thana,Bangladesh,Dhaka District,thana of Bangladesh,16.78
