col0,col1,col2,col3
Martin,Maroš,Brockhaus and Efron Encyclopedic Dictionary,Wikimedia disambiguation page
Wojciech,Alberts,Wiktionary,Wikimedia disambiguation page
Paris,Parijs,Ottův slovník naučný,Wikimedia disambiguation page
Standard,Standards,Ottův slovník naučný,Wikimedia disambiguation page
Benedikt,Benno,Brockhaus and Efron Encyclopedic Dictionary,Wikimedia disambiguation page
Wojciech,Adalbero,Wiktionary,Wikimedia disambiguation page
Paul,Paul (geography),Ottův slovník naučný,Wikimedia disambiguation page
Mysterium,Misteri,Ottův slovník naučný,Wikimedia disambiguation page
Becker,Bakker,Small Brockhaus and Efron Encyclopedic Dictionary,Wikimedia disambiguation page
Wojciech,Adalberto,Wiktionary,Wikimedia disambiguation page
Napoleon,Napoleone,Ottův slovník naučný,Wikimedia disambiguation page
Martin,Marcin,Brockhaus and Efron Encyclopedic Dictionary,Wikimedia disambiguation page
Wojciech,Alberto,Wiktionary,Wikimedia disambiguation page
