col0,col1,col2,col3,col4,col5,col6
City of Stonnington,Stonnington City Council,Australia,Malvern,Prahran,1994-01-01,Victoria
City of Brimbank,Brimbank City Council,Australia,Sunshine,Keilor,1994-12-15,Victoria
City of Port Phillip,Port Phillip City Council,Australia,St Kilda,Port Melbourne,1994-01-01,Victoria
City of Brimbank,Brimbank City Council,Australia,Sunshine,Keilor East,1994-12-15,Victoria
City of Port Phillip,Port Phillip City Council,Australia,St Kilda,Elwood,1994-01-01,Victoria
City of Brimbank,Brimbank City Council,Australia,Sunshine,Derrimut,1994-12-15,Victoria
City of Yarra,Yarra City Council,Australia,Richmond,Collingwood,1994-01-01,Victoria
City of Port Phillip,Port Phillip City Council,Australia,St Kilda,Southbank,1994-01-01,Victoria
City of Brimbank,Brimbank City Council,Australia,Sunshine,Ardeer,1994-12-15,Victoria
City of Port Phillip,Port Phillip City Council,Australia,St Kilda,Albert Park,1994-01-01,Victoria
City of Brimbank,Brimbank City Council,Australia,Sunshine,St Albans,1994-12-15,Victoria
City of Yarra,Yarra City Council,Australia,Richmond,Abbotsford,1994-01-01,Victoria
