col0,col1,col2,col3,col4,col5,col6,col7
2019 Dutch Badminton Championships,2018 Dutch Badminton Championships,2019 Dutch Badminton Championships – Men's doubles,Dutch Badminton Championships,Almere,WikiProject Badminton/tournament focus list,national championship,2019-01-01
2018 Dutch Badminton Championships,2017 Dutch Badminton Championships,2018 Dutch Badminton Championships – Men's doubles,Dutch Badminton Championships,Almere,WikiProject Badminton/tournament focus list,national championship,2018-01-01
2017 Dutch Badminton Championships,2016 Dutch Badminton Championships,2017 Dutch Badminton Championships – Men's doubles,Dutch Badminton Championships,Almere,WikiProject Badminton/tournament focus list,national championship,2017-01-01
1972 Dutch Badminton Championships,1971 Dutch Badminton Championships,1972 Dutch Badminton Championships – Men's doubles,Dutch Badminton Championships,Utrecht,WikiProject Badminton/tournament focus list,national championship,1971-01-01
2016 Dutch Badminton Championships,2015 Dutch Badminton Championships,2016 Dutch Badminton Championships – Men's doubles,Dutch Badminton Championships,Almere,WikiProject Badminton/tournament focus list,national championship,2016-01-01
2015 Dutch Badminton Championships,2014 Dutch Badminton Championships,2015 Dutch Badminton Championships – Men's doubles,Dutch Badminton Championships,Almere,WikiProject Badminton/tournament focus list,national championship,2015-01-01
2014 Dutch Badminton Championships,2013 Dutch Badminton Championships,2014 Dutch Badminton Championships – Men's doubles,Dutch Badminton Championships,Almere,WikiProject Badminton/tournament focus list,national championship,2014-01-01
2003 Dutch Badminton Championships,2002 Dutch Badminton Championships,2003 Dutch Badminton Championships – Men's doubles,Dutch Badminton Championships,Nieuwegein,WikiProject Badminton/tournament focus list,national championship,2003-01-01
2002 Dutch Badminton Championships,2001 Dutch Badminton Championships,2002 Dutch Badminton Championships – Men's doubles,Dutch Badminton Championships,Nieuwegein,WikiProject Badminton/tournament focus list,national championship,2002-01-01
1974 Dutch Badminton Championships,1973 Dutch Badminton Championships,1974 Dutch Badminton Championships – Men's doubles,Dutch Badminton Championships,Utrecht,WikiProject Badminton/tournament focus list,national championship,1974-01-01
