col0,col1,col2,col3
Haedo train station,Roca Line,Haedo,Argentina
Büchen railway station,RE 1,Büchen,Germany
Elsterwerda-Biehla station,RB 31,Elsterwerda,Germany
Hagenow Land railway station,RE 1,Hagenow,Germany
Goldshöfe station,RB 13,Rainau,Germany
Pasewalk railway station,InterCityExpress,Pasewalk,Germany
Ostkreuz,RB 12 (Berlin/Brandenburg),Friedrichshain-Kreuzberg,Germany
Lutherstadt Wittenberg railway station,InterCityExpress,Lutherstadt Wittenberg,Germany
Goldshöfe station,RB 13,Aalen,Germany
Gießen station,InterCityExpress,Gießen,Germany
Jena-Göschwitz station,Saale-Express,Jena,Germany
Ludwigshafen Central Station,RE 7,Ludwigshafen,Germany
