col0,col1,col2,col3,col4,col5,col6,col7
Concepción,1092,44,Concepción Department,district of Paraguay,87215,1787-01-01,Paraguay
Capiatá,82,124,Central Department,district of Paraguay,236828,1640-05-11,Paraguay
Minga Guazú,485,241,Alto Paraná Department,district of Paraguay,89129,1958-05-14,Paraguay
Ypacaraí,101,70,Central Department,district of Paraguay,27835,1887-09-13,Paraguay
Obligado,471,127,Itapúa,district of Paraguay,16936,1912-05-25,Paraguay
Villarrica,247,180,Guairá Department,district of Paraguay,74355,1570-01-01,Paraguay
San Pedro de Ycuamandiyú,3178,64,San Pedro Department,district of Paraguay,35021,1786-03-16,Paraguay
Salto del Guairá,1283,232,Canindeyú,district of Paraguay,37600,1959-03-03,Paraguay
Areguá,105,70,Central Department,district of Paraguay,75858,1538-01-01,Paraguay
Caacupé,145,179,Cordillera Department,district of Paraguay,56864,1770-01-01,Paraguay
