col0,col1,col2,col3,col4
Museo Catedralicio Diocesano de León,diocesan museum,Spain,1981-01-01,León
Diocesan Museum of Salamanca,diocesan museum,Spain,1953-01-01,Salamanca
Museo Diocesano Regina Coeli,diocesan museum,Spain,1969-01-01,Santillana del Mar
Alma Mater Museum,diocesan museum,Spain,2011-03-21,Zaragoza
Museo Diocesano de Jaca,diocesan museum,Spain,1970-01-01,Jaca
Muzeum Diecezjalne w Siedlcach,diocesan museum,Poland,1918-01-01,Siedlce
Muzeum Diecezjalne w Tarnowie,diocesan museum,Poland,1888-10-25,Tarnów
Diocesan Museum in Płock,diocesan museum,Poland,1903-01-01,Płock
Diocesan Museum in Pelplin,diocesan museum,Poland,1928-01-01,Pelplin
Museum of the Warsaw Archdiocese,diocesan museum,Poland,1938-01-01,Warsaw
Archdiocesan Museum in Wrocław,diocesan museum,Poland,1898-01-01,Wrocław
Muzeum Archidiecezjalne w Poznaniu,diocesan museum,Poland,1894-01-01,Poznań
Archdiocesan Museum,diocesan museum,Poland,1983-11-20,Katowice
Museo Diocesano y Comarcal de Solsona,diocesan museum,Spain,1896-01-01,Solsona
Museo Diocesano de Barcelona,diocesan museum,Spain,1916-10-22,Barcelona
