col0,col1,col2,col3,col4,col5
Bledsoe County,National Register of Historic Places listings in Tennessee,Bledsoe County,Central Time Zone,Pikeville,United States of America
Clay County,National Register of Historic Places listings in Tennessee,Clay County,Central Time Zone,Celina,United States of America
Johnson County,National Register of Historic Places listings in Tennessee,Johnson County,Eastern Time Zone,Mountain City,United States of America
Campbell County,National Register of Historic Places listings in Tennessee,Campbell County,Eastern Time Zone,Jacksboro,United States of America
Dickson County,"National Register of Historic Places listings in Dickson County, Tennessee",Dickson County,Central Time Zone,Charlotte,United States of America
Gibson County,"National Register of Historic Places listings in Gibson County, Tennessee",Gibson County,Central Time Zone,Trenton,United States of America
Perry County,National Register of Historic Places listings in Tennessee,Perry County,Central Time Zone,Linden,United States of America
Carroll County,National Register of Historic Places listings in Tennessee,Carroll County,Central Time Zone,Huntingdon,United States of America
Lawrence County,"National Register of Historic Places listings in Lawrence County, Tennessee",Lawrence County,Central Time Zone,Lawrenceburg,United States of America
Meigs County,"National Register of Historic Places listings in Meigs County, Tennessee",Meigs County,Eastern Time Zone,Decatur,United States of America
Marshall County,"National Register of Historic Places listings in Marshall County, Tennessee",Marshall County,Central Time Zone,Lewisburg,United States of America
Hamblen County,"National Register of Historic Places listings in Hamblen County, Tennessee",Hamblen County,Eastern Time Zone,Morristown,United States of America
Sequatchie County,National Register of Historic Places listings in Tennessee,Sequatchie County,Central Time Zone,Dunlap,United States of America
Macon County,National Register of Historic Places listings in Tennessee,Macon County,Central Time Zone,Lafayette,United States of America
Anderson County,"National Register of Historic Places listings in Anderson County, Tennessee",Anderson County,Eastern Time Zone,Clinton,United States of America
