col0,col1,col2,col3,col4
Leipzig Hauptbahnhof,ECE Projektmanagement,category 1 railway station,2,Trebnitz–Leipzig railway
Rostock Central Station,Deutsche Bahn,category 2 railway station,11,Rostock–Tribsees/Tessin railway line
Nuremberg Central Station,DB Station&Service,category 1 railway station,21,Nuremberg–Feucht railway
Rostock Central Station,Deutsche Bahn,category 2 railway station,11,Lloyd Railway
Mainz Central Station,Deutsche Bahn,category 2 railway station,9,Mainz–Ludwigshafen railway
Leipzig Hauptbahnhof,ECE Projektmanagement,category 1 railway station,2,Leipzig-Wahren–Leipzig Hbf railway
Karlsruhe Central Station,DB Station&Service,category 1 railway station,16,Karlsruhe–Mühlacker railway
Duisburg Central Station,Deutsche Bahn,category 1 railway station,12,Duisburg-Ruhrort–Mönchengladbach railway
Bremen main station,DB Regio,category 2 railway station,9,Oldenburg–Bremen railway
Wiesbaden Central Station,Deutsche Bahn,category 2 railway station,10,Breckenheim–Wiesbaden railway
Rostock Central Station,Deutsche Bahn,category 2 railway station,11,Bad Kleinen–Rostock railway
Augsburg Central Station,DB Station&Service,category 2 railway station,12,Augsburg–Buchloe railway
