col0,col1,col2,col3
Tartuffe,Greek,Rena Georgiadou,Komotini
The Imaginary Invalid,Greek,Giorgos Pivolos,Kavala
The Fintanaki,Greek,Giannis Stefanellis,Chania
The Trojan women,Greek,Giorgos Patsas,Theatre of Epidaurus
Edward II,Greek,Clare BracewelL,Odeon of Herodes Atticus
The Alchemist,Greek,Liza Zaimi,National Theater of Greece - Main Stage
Lot’s Wife,Greek,Kelly Vrettou,Kilkis
Popolaros,Greek,Giannis Kyrou,Drama
The glass world,Greek,Liza Zaimi,Patras
Medea,Greek,Giorgos Patsas,Theatre of Epidaurus
Iphigenia in Aulis,Greek,Antonis Fokas,Odeon of Herodes Atticus
