col0,col1,col2,col3
Obsession,2005-10-07,art gallery problem,Numb3rs Math Activities
Toxin,2005-11-25,Steiner tree problem,Numb3rs Math Activities
Judgment Call,2005-09-23,Buffon's needle,Numb3rs Math Activities
Vector,2005-02-04,index case,Numb3rs Math Activities
Better or Worse,2005-09-30,pseudorandom number generator,Numb3rs Math Activities
Sabotage,2005-02-25,Kasiski examination,Numb3rs Math Activities
Sniper Zero,2005-04-15,Social tipping point,Numb3rs Math Activities
Identity Crisis,2005-04-01,dactyloscopy,Numb3rs Math Activities
Better or Worse,2005-09-30,Farey sequence,Numb3rs Math Activities
Double Down,2006-01-13,randomization,Numb3rs Math Activities
Protest,2006-03-03,Ramsey theory,Numb3rs Math Activities
Sacrifice,2005-04-29,sabermetrics,Numb3rs Math Activities
Dirty Bomb,2005-04-22,demon core,Numb3rs Math Activities
Convergence,2005-11-11,trilateration,Numb3rs Math Activities
Sniper Zero,2005-04-15,regression,Numb3rs Math Activities
