col0,col1,col2,col3,col4
Badminton at the 2016 Summer Olympics – Mixed doubles,2016-08-17,International Olympic Committee,Riocentro,32
Badminton at the 2016 Summer Olympics – Men's doubles,2016-08-19,International Olympic Committee,Riocentro,32
Badminton at the 2016 Summer Olympics – Women's doubles,2016-08-18,International Olympic Committee,Riocentro,32
Badminton at the 2016 Summer Olympics – Women's singles,2016-08-19,International Olympic Committee,Riocentro,40
Badminton at the 2016 Summer Olympics – Men's singles,2016-08-20,International Olympic Committee,Riocentro,41
Basketball at the 2016 Summer Olympics – Women's tournament,2016-08-21,International Olympic Committee,Deodoro Arena,12
Water polo at the 2016 Summer Olympics – Men's tournament,2016-08-20,International Olympic Committee,"Olympic Aquatics Stadium, Rio de Janeiro",12
Water polo at the 2016 Summer Olympics – Women's tournament,2016-08-19,International Olympic Committee,"Olympic Aquatics Stadium, Rio de Janeiro",12
figure skating at the 2014 Winter Olympics – pair skating,2014-02-12,International Olympic Committee,Iceberg Skating Palace,20
figure skating at the 2014 Winter Olympics – ice dancing,2014-02-17,International Olympic Committee,Iceberg Skating Palace,48
figure skating at the 2014 Winter Olympics – team trophy,2014-02-09,International Olympic Committee,Iceberg Skating Palace,75
figure skating at the 2014 Winter Olympics – ladies' singles,2014-02-20,International Olympic Committee,Iceberg Skating Palace,30
figure skating at the 2014 Winter Olympics – Men's singles,2014-02-14,International Olympic Committee,Iceberg Skating Palace,30
football at the 2016 Summer Olympics – women's tournament,2016-08-19,International Olympic Committee,Arena Corinthians,12
