col0,col1,col2,col3
Finn's Point National Cemetery,place listed on the National Register of Historic Places,United States national cemetery,3033
Chalmette National Cemetery,place listed on the National Register of Historic Places,United States national cemetery,15300
Beverly National Cemetery,place listed on the National Register of Historic Places,United States national cemetery,49080
National Memorial Cemetery of the Pacific,place listed on the National Register of Historic Places,United States national cemetery,58000
Arlington National Cemetery,place listed on the National Register of Historic Places,United States national cemetery,3000
Marietta National Cemetery,place listed on the National Register of Historic Places,military cemetery,18742
Golden Gate National Cemetery,place listed on the National Register of Historic Places,military cemetery,145000
Fort Sam Houston National Cemetery,place listed on the National Register of Historic Places,military cemetery,144000
Fort Logan National Cemetery,place listed on the National Register of Historic Places,military cemetery,122000
Finn's Point National Cemetery,place listed on the National Register of Historic Places,military cemetery,3033
Chalmette National Cemetery,place listed on the National Register of Historic Places,military cemetery,15300
Beverly National Cemetery,place listed on the National Register of Historic Places,military cemetery,49080
National Memorial Cemetery of the Pacific,place listed on the National Register of Historic Places,military cemetery,58000
Arlington National Cemetery,place listed on the National Register of Historic Places,military cemetery,3000
