col0,col1,col2,col3,col4,col5
1978 United States Senate election in Rhode Island,United States Senate election,1972 United States Senate election in Rhode Island,United States senator,1978-11-07,1984 United States Senate election in Rhode Island
1976 United States Senate election in Rhode Island,United States Senate election,1970 United States Senate election in Rhode Island,United States senator,1976-11-02,1982 United States Senate election in Rhode Island
1952 United States Senate election in Pennsylvania,United States Senate election,1946 United States Senate election in Pennsylvania,United States senator,1952-11-04,1958 United States Senate election in Pennsylvania
2006 United States Senate election in Virginia,United States Senate election,2000 United States Senate election in Virginia,United States senator,2006-11-07,2012 United States Senate election in Virginia
1998 United States Senate election in Wisconsin,United States Senate election,1992 United States Senate election in Wisconsin,United States senator,1998-11-03,2004 United States Senate election in Wisconsin
2006 United States Senate election in West Virginia,United States Senate election,2000 United States Senate election in West Virginia,United States senator,2006-11-07,"United States Senate special election in West Virginia, 2010"
2000 United States Senate election in North Dakota,United States Senate election,1994 United States Senate election in North Dakota,United States senator,2000-11-07,2006 United States Senate election in North Dakota
2000 United States Senate election in Nevada,United States Senate election,1994 United States Senate election in Nevada,United States senator,2000-11-07,2006 United States Senate election in Nevada
1996 United States Senate election in Montana,United States Senate election,1990 United States Senate election in Montana,United States senator,1996-11-05,2002 United States Senate election in Montana
2006 United States Senate election in Mississippi,United States Senate election,2000 United States Senate election in Mississippi,United States senator,2006-11-07,2008 United States Senate special election in Mississippi
2006 United States Senate election in Minnesota,United States Senate election,2000 United States Senate election in Minnesota,United States senator,2006-11-07,2012 United States Senate election in Minnesota
2008 United States Senate election in Michigan,United States Senate election,2002 United States Senate election in Michigan,United States senator,2008-11-04,2014 United States Senate election in Michigan
2002 United States Senate election in Massachusetts,United States Senate election,1996 United States Senate election in Massachusetts,United States senator,2002-11-05,2008 United States Senate election in Massachusetts
2006 United States Senate election in Maryland,United States Senate election,2000 United States Senate election in Maryland,United States senator,2006-11-07,2012 United States Senate election in Maryland
