col0,col1,col2,col3,col4,col5,col6
Macenta Prefecture,7056,Yomou Prefecture,Nzérékoré Region,prefecture of Guinea,Zialo,Guinea
Boké Prefecture,11053,Boffa Prefecture,Boké Region,prefecture of Guinea,Pukur language,Guinea
Boffa Prefecture,9100,Télimélé Prefecture,Boké Region,prefecture of Guinea,Landoma,Guinea
Beyla Prefecture,13612,Kankan Prefecture,Nzérékoré Region,prefecture of Guinea,Manya,Guinea
Koubia Prefecture,2800,Tougué Prefecture,Labé Region,prefecture of Guinea,Yalunka,Guinea
Mamou Prefecture,8000,Dalaba Prefecture,Mamou Region,prefecture of Guinea,East Limba,Guinea
Lola Prefecture,4688,Nzérékoré Prefecture,Nzérékoré Region,prefecture of Guinea,Dan,Guinea
Yomou Prefecture,3920,Nzérékoré Prefecture,Nzérékoré Region,prefecture of Guinea,Mano,Guinea
Gaoual Prefecture,11500,Lélouma Prefecture,Boké Region,prefecture of Guinea,Bassari,Guinea
Koundara Prefecture,5505,Gaoual Prefecture,Boké Region,prefecture of Guinea,Badyara,Guinea
