col0,col1,col2,col3,col4,col5
NGC 3717,-30.3077389,19.23,J2000.0,1834-04-29,11.4
NGC 3673,-26.7367483393184,20.32,J2000.0,1836-03-22,11.5
NGC 3672,-9.7954,27.04,J2000.0,1786-03-04,11.4
NGC 3644,2.8105306,87.9,J2000.0,1865-03-22,14.2
NGC 3622,67.2417972,15.56,J2000.0,1793-04-06,12.8
NGC 3573,-36.8755,32.53,J2000.0,1835-04-20,12.87
NGC 3526,7.1739222,18.97,J2000.0,1865-03-25,13.1
NGC 3512,28.0367757694145,24.2,J2000.0,1785-01-01,12.87
NGC 3495,3.6280361,18.54,J2000.0,1786-01-27,12
NGC 3488,57.6774889,39.63,J2000.0,1793-04-08,12.9
NGC 3454,17.34405,19.59,J2000.0,1831-03-17,13.3
NGC 3451,27.2396556,28.05,J2000.0,1785-04-11,12.8
