col0,col1,col2,col3,col4,col5,col6,col7
Carter County,Carter County,57338,Tennessee,1.8,1796-04-09,900,Elizabethton
Coffee County,Coffee County,53357,Tennessee,1.3,1836-01-08,1125,Manchester
Knox County,Knox County,444622,Tennessee,3.5,1792-06-11,1362,Knoxville
Decatur County,Decatur County,11661,Tennessee,3.2,1845-11-01,893,Decaturville
Jackson County,Jackson County,11517,Tennessee,3.5,1801-01-01,828,Gainesboro
Tipton County,Tipton County,61586,Tennessee,3.2,1823-01-01,1230,Covington
Hardin County,Hardin County,26034,Tennessee,3.2,1819-01-01,1544,Savannah
Morgan County,Morgan County,21915,Tennessee,0.06,1817-01-01,1353,Wartburg
Smith County,Smith County,19074,Tennessee,3.4,1799-10-26,843,Carthage
Blount County,Blount County,125099,Tennessee,1.4,1795-07-11,1468,Maryville
