col0,col1,col2,col3,col4
2MASX J12571778+2748388,-2.576,J2000.0,emission-line galaxy,Coma Supercluster
2MASX J03412568-5343546,-1.274,J2000.0,emission-line galaxy,ACO 3158
2MASX J15181742+2858229,-1.62,J2000.0,emission-line galaxy,ACO 2069
2MASX J05280199-3934447,-2.434,J2000.0,emission-line galaxy,[DZ2015b] 149
IRAS 11304-1604,-0.82,J2000.0,emission-line galaxy,[T2015] nest 102865
2MASX J11123399-3625409,-2.706,J2000.0,emission-line galaxy,[CHM2007] HDC 630
SSSD 28,-3.308,J2000.0,emission-line galaxy,NAME Sausage Cluster
2MASX J00410887+2315533,-9.74,J2000.0,emission-line galaxy,[T2015] nest 201432
ESO 365-11,0.014,J2000.0,emission-line galaxy,[CHM2007] HDC 400
UGC 8053,2.888,J2000.0,emission-line galaxy,Virgo Cluster
UGC 7845,-0.293,J2000.0,emission-line galaxy,Coma Cluster
UGC 7129,-2.571,J2000.0,emission-line galaxy,[CHM2007] HDC 706
ESO 320-35,-1.401,J2000.0,emission-line galaxy,[CHM2007] LDC 916
ESO 378-12,-4.097,J2000.0,emission-line galaxy,[CHM2007] HDC 658
