col0,col1,col2,col3
Wye Marsh National Wildlife Area,national wildlife area of Canada,48,Tay
Chignecto National Wildlife Area,national wildlife area of Canada,432,Cumberland County
Mohawk Island National Wildlife Area,national wildlife area of Canada,4,Haldimand County
Portage Island National Wildlife Area,national wildlife area of Canada,348.84,"Alnwick Parish, New Brunswick"
Last Mountain Lake National Wildlife Area,national wildlife area of Canada,109.06,Rural Municipality of Big Arm No. 251
Lac Saint-François National Wildlife Area,national wildlife area of Canada,1316.46,Dundee
Big Creek National Wildlife Area,national wildlife area of Canada,770.88,Norfolk County
Cape Jourimain National Wildlife Area,national wildlife area of Canada,662,Westmorland County
Îles de la Paix National Wildlife Area,national wildlife area of Canada,129.29,Beauharnois
Îles de l'Estuaire National Wildlife Area,national wildlife area of Canada,404,"Kamouraska, Quebec"
Îles de Contrecoeur National Wildlife Area,national wildlife area of Canada,298.56,Lavaltrie
Pointe de l'Est National Wildlife Area,national wildlife area of Canada,724.07,Grosse-Île
Prince Edward Point National Wildlife Area,national wildlife area of Canada,518.41,Prince Edward County
Baie de l'Isle-Verte National Wildlife Area,national wildlife area of Canada,321.85,L'Isle-Verte
