col0,col1,col2,col3,col4
1992 Italian Open,Italian Open,1992-01-01,1993 Italian Open,Italy
1990 Peugeot Italian Open,Italian Open,1990-01-01,1991 Italian Open,Italy
1988 Italian Open,Italian Open,1988-01-01,1989 Italian Open (tennis),Italy
1984 Italian Open,Italian Open,1984-01-01,1985 Italian Open,Italy
1983 Italian Open,Italian Open,1983-01-01,1984 Italian Open,Italy
1982 Italian Open,Italian Open,1982-01-01,1983 Italian Open,Italy
1981 Italian Open,Italian Open,1981-01-01,1982 Italian Open,Italy
1980 Italian Open,Italian Open,1980-01-01,1981 Italian Open,Italy
1978 Italian Open,Italian Open,1978-01-01,1979 Italian Open (tennis),Italy
1976 Italian Open,Italian Open,1976-01-01,1977 Italian Open,Italy
1975 Italian Open,Italian Open,1975-01-01,1976 Italian Open,Italy
1974 Italian Open,Italian Open,1974-01-01,1975 Italian Open,Italy
1973 Italian Open,Italian Open,1973-01-01,1974 Italian Open,Italy
