col0,col1,col2,col3
Hurricane Alma,1966-06-13,110,Atlantic hurricane
Hurricane Karl,1998-09-28,165,Atlantic hurricane
Hurricane Inga,1969-10-15,100,Atlantic hurricane
Hurricane Hattie,1961-11-01,140,Atlantic hurricane
Hurricane Faith,1966-09-15,110,Atlantic hurricane
Hurricane Donna,1960-09-14,125,Atlantic hurricane
Hurricane Camille,1969-08-22,150,Atlantic hurricane
Hurricane Carla,1961-09-17,150,Atlantic hurricane
Hurricane Gracie,1959-09-30,115,Atlantic hurricane
Hurricane Alice,1954-06-26,95,Atlantic hurricane
Hurricane Debbie,1969-08-25,105,Atlantic hurricane
Hurricane Dora,1964-09-14,115,Atlantic hurricane
Hurricane Beulah,1967-09-22,140,Atlantic hurricane
Hurricane Connie,1955-08-15,120,Atlantic hurricane
