col0,col1,col2,col3,col4,col5,col6
Scale model of Minerve-MnM 3 MG 4,Quand voguaient les galères,25,ship model,wood,Musée national de la Marine,Augustin Pic
Scale model of Marcel Schiaffino-7 MM 60,"De l'amphore au conteneur, 2000 ans de commerce maritime",100,ship model,wood,Musée national de la Marine,anonymous
Scale model of Lorraine-MnM 25 MG 33,De la Gloire au Charles de Gaulle,100,ship model,wood,Musée national de la Marine,Model workshop of the Musée de la Marine
Scale model of Loire-MnM 5 MM 9,"Le temps des clippers, centenaire du Belem",66,ship model,wood,Musée national de la Marine,Ateliers et Chantiers de la Loire
Scale model of Lionne-MnM 17 MG 14,"Antarctica, hivernage au Spitzberg",48,ship model,copper,Musée national de la Marine,Model workshop of Rochefort arsenal
Scale model of Sphinx-MnM 23 MG 2,"Trois siècles de Génie Maritime, la construction navale en France",40,ship model,wood,Musée national de la Marine,Model workshop of Rochefort arsenal
Scale model of a numbered torpedo boat-MnM 29 MG 19,De la Gloire au Charles de Gaulle,20,ship model,wood,Musée national de la Marine,Augustin Normand
Scale model of Rochambeau-MnM 33 MG 1,De la Gloire au Charles de Gaulle,62,ship model,wood,Musée national de la Marine,Charles Hamelin
Scale model of Protée-MnM 13 MG 8,Trésors du musée national de la Marine de Paris,28,ship model,wood,Musée national de la Marine,anonymous
Scale model of Pont-Lévêque-MnM 7 MM 94,"De l'amphore au conteneur, 2000 ans de commerce maritime",75,ship model,wood,Musée national de la Marine,Claude Pittoreau
Scale model of a polar exploration ship-MnM 1 BS 1,Trésors du musée national de la Marine de Paris,48,ship model,mahogany wood,Musée national de la Marine,anonymous
Scale model of Plongeur-MnM 31 MG 1.1,Hanseboot 90,33,ship model,wood,Musée national de la Marine,anonymous
Scale model of a 24-gun xebec-MnM 13 MG 13,Trésors du musée national de la Marine de Paris,12,ship model,wood,Musée national de la Marine,Joseph Caubet
