col0,col1,col2,col3,col4
Urpruemschleife bei Echtershausen,Prüm River,Prüm River,Rhineland-Palatinate,Echtershausen
Neuhofener Altrhein,Alt-Rhein,Alt-Rhein,Rhineland-Palatinate,Altrip
Oberes Wiedtal,Wied,Wied,Rhineland-Palatinate,Wied
Insel Graswerth,Graswerth,Rhine,Rhineland-Palatinate,Niederwerth
Alfbachtal mit Tunenbach u. Hollbach zwischen Grosslangenfeld und Pronsfeld,Pronsfeld,Alfbach,Rhineland-Palatinate,Brandscheid
Ginsterheiden im Irsental bei Daleiden,Daleiden,Irsen,Rhineland-Palatinate,Olmscheid
Bierbachtal zwischen Hollnich und Masthorn,Masthorn,Bier-Bach,Rhineland-Palatinate,Lünebach
Alfbachtal mit Tunenbach u. Hollbach zwischen Grosslangenfeld und Pronsfeld,Pronsfeld,Alfbach,Rhineland-Palatinate,Habscheid
Ginsterheiden im Irsental bei Daleiden,Daleiden,Irsen,Rhineland-Palatinate,Irrhausen
Alfbachtal mit Tunenbach u. Hollbach zwischen Grosslangenfeld und Pronsfeld,Pronsfeld,Alfbach,Rhineland-Palatinate,Großlangenfeld
Bierbachtal zwischen Hollnich und Masthorn,Masthorn,Bier-Bach,Rhineland-Palatinate,Hollnich
Wingertsberg bei Huettingen,Hüttingen an der Kyll,Kyll,Rhineland-Palatinate,Hüttingen an der Kyll
Streuobstwiesen und Hecken am Muenchensberg bei Huettingen,Hüttingen an der Kyll,Kyll,Rhineland-Palatinate,Hüttingen an der Kyll
Bierbachtal zwischen Hollnich und Masthorn,Masthorn,Bier-Bach,Rhineland-Palatinate,Pronsfeld
Alfbachtal mit Tunenbach u. Hollbach zwischen Grosslangenfeld und Pronsfeld,Pronsfeld,Alfbach,Rhineland-Palatinate,Pronsfeld
