col0,col1,col2,col3,col4,col5
Safer tattooing interventions in prisons: a systematic review and call to action,"Prevention of transmission of HIV, hepatitis B virus, hepatitis C virus, and tuberculosis in prisoners.",Creative Commons Attribution 4.0 International,Hans Wolff,safety management,English
"Dairy Intake and Acne Vulgaris: A Systematic Review and Meta-Analysis of 78,529 Children, Adolescents, and Young Adults",Assessing heterogeneity in meta-analysis: Q statistic or I2 index?,Creative Commons Attribution,Christina Ellervik,acne,English
Safer tattooing interventions in prisons: a systematic review and call to action,The nuts and bolts of PROSPERO: an international prospective register of systematic reviews,Creative Commons Attribution 4.0 International,Hans Wolff,safety management,English
"Dairy Intake and Acne Vulgaris: A Systematic Review and Meta-Analysis of 78,529 Children, Adolescents, and Young Adults",Critical evaluation of the Newcastle-Ottawa scale for the assessment of the quality of nonrandomized studies in meta-analyses,Creative Commons Attribution,Christina Ellervik,acne,English
Safer tattooing interventions in prisons: a systematic review and call to action,Overview of harm reduction in prisons in seven European countries,Creative Commons Attribution 4.0 International,Hans Wolff,safety management,English
"Dairy Intake and Acne Vulgaris: A Systematic Review and Meta-Analysis of 78,529 Children, Adolescents, and Young Adults",Milk--A Nutrient System of Mammalian Evolution Promoting mTORC1-Dependent Translation,Creative Commons Attribution,Christina Ellervik,acne,English
Safer tattooing interventions in prisons: a systematic review and call to action,Transmission of Hepatitis B and C Virus Infection Through Body Piercing: A Systematic Review and Meta-Analysis,Creative Commons Attribution 4.0 International,Hans Wolff,safety management,English
"Dairy Intake and Acne Vulgaris: A Systematic Review and Meta-Analysis of 78,529 Children, Adolescents, and Young Adults","Bias in meta-analysis detected by a simple, graphical test",Creative Commons Attribution,Christina Ellervik,acne,English
Safer tattooing interventions in prisons: a systematic review and call to action,Preferred reporting items for systematic reviews and meta-analyses: the PRISMA statement,Creative Commons Attribution 4.0 International,Hans Wolff,safety management,English
"Dairy Intake and Acne Vulgaris: A Systematic Review and Meta-Analysis of 78,529 Children, Adolescents, and Young Adults",A worldwide correlation of lactase persistence phenotype and genotypes,Creative Commons Attribution,Christina Ellervik,acne,English
The effectiveness of electronic screening and brief intervention for reducing levels of alcohol consumption: a systematic review and meta-analysis,Intervention against excessive alcohol consumption in primary health care: a survey of GPs' attitudes and practices in England 10 years on.,Creative Commons Attribution 2.0 Generic,Paolo Deluca,telemedicine,English
Harms associated with taking nalmefene for substance use and impulse control disorders: A systematic review and meta-analysis of randomised controlled trials,"A double-blind, placebo-controlled study of oral nalmefene for alcohol dependence.",Creative Commons Attribution 4.0 International,Arne Astrup,naltrexone,English
The effectiveness of electronic screening and brief intervention for reducing levels of alcohol consumption: a systematic review and meta-analysis,Preventive care in the emergency department: screening and brief intervention for alcohol problems in the emergency department: a systematic review.,Creative Commons Attribution 2.0 Generic,Kim Donoghue,mass screening,English
"Dairy Intake and Acne Vulgaris: A Systematic Review and Meta-Analysis of 78,529 Children, Adolescents, and Young Adults","Role of insulin, insulin-like growth factor-1, hyperglycaemic food and milk consumption in the pathogenesis of acne vulgaris.",Creative Commons Attribution,Christina Ellervik,acne,English
The effectiveness of electronic screening and brief intervention for reducing levels of alcohol consumption: a systematic review and meta-analysis,Effectiveness of brief alcohol interventions in primary care populations,Creative Commons Attribution 2.0 Generic,Tom Phillips,Internet,English
