col0,col1,col2,col3,col4,col5,col6,col7
Silent Partner,New York City,Eastman and Laird's Teenage Mutant Ninja Turtles comic,What Goes Around Comes Around,True Stories,1987-04-01,United States of America,Teenage Mutant Ninja Turtles universe
What Goes Around Comes Around,New York City,Eastman and Laird's Teenage Mutant Ninja Turtles comic,The Passing,Silent Partner,1986-12-01,United States of America,Teenage Mutant Ninja Turtles universe
The Passing,New York City,Eastman and Laird's Teenage Mutant Ninja Turtles comic,Teenage Mutant Ninja Turtles Team Up with Cerebus,What Goes Around Comes Around,1986-09-01,United States of America,Teenage Mutant Ninja Turtles universe
Teenage Mutant Ninja Turtles Team Up with Cerebus,New York City,Eastman and Laird's Teenage Mutant Ninja Turtles comic,All is Revealed,The Passing,1986-07-01,United States of America,Teenage Mutant Ninja Turtles universe
Rescuing Master Splinter,New York City,Eastman and Laird's Teenage Mutant Ninja Turtles comic,The Great Chase,The Fugitoid's Origin,1985-06-01,United States of America,Teenage Mutant Ninja Turtles universe
The Great Chase,New York City,Eastman and Laird's Teenage Mutant Ninja Turtles comic,Teenage Mutant Ninja Turtles Versus the Mousers,Rescuing Master Splinter,1985-03-01,United States of America,Teenage Mutant Ninja Turtles universe
"Me, Myself and I",New York City,Eastman and Laird's Teenage Mutant Ninja Turtles comic,The Great Chase,Rescuing Master Splinter,1985-04-01,United States of America,Teenage Mutant Ninja Turtles universe
The Christmas Aliens,New York City,Eastman and Laird's Teenage Mutant Ninja Turtles comic,Teenage Mutant Ninja Turtles Teaming Up with Fugitoid,Kirby and the Warp Crystal,1985-12-01,United States of America,Teenage Mutant Ninja Turtles universe
Kirby and the Warp Crystal,New York City,Eastman and Laird's Teenage Mutant Ninja Turtles comic,Teenage Mutant Ninja Turtles Team Up with Cerebus,The Triceraton Homeworld,1986-05-01,United States of America,Teenage Mutant Ninja Turtles universe
Down to the River,Connecticut River,Eastman and Laird's Teenage Mutant Ninja Turtles comic,Totally Hacked,River Hymn,1989-08-01,United States of America,Teenage Mutant Ninja Turtles universe
