col0,col1,col2,col3,col4,col5,col6,col7
The Pirates! In an Adventure with Scientists!,stop-motion,88,2012-01-01,The Pirates! In an Adventure with Scientists!,animated feature film,Theodore Shapiro,comedy film
The Secret Life of Pets,stop-motion,87,2016-06-16,The Secret Life of Pets,stop-motion animated film,Hans Zimmer,comedy film
Madame Tutli-Putli,stop-motion,18,2007-05-19,Madame Tutli-Putli,stop-motion animated film,Set Fire to Flames,drama film
The Pirates! In an Adventure with Scientists!,stop-motion,88,2012-01-01,The Pirates! In an Adventure with Scientists!,stop-motion animated film,Theodore Shapiro,comedy film
Christmas Cracker,traditional animation,9,1963-01-01,Christmas Cracker,stop-motion animated film,Maurice Blackburn,children's film
Frankenweenie,stop-motion,87,2012-01-01,Frankenweenie,stop-motion animated film,Danny Elfman,monster film
Madame Tutli-Putli,stop-motion,18,2007-05-19,Madame Tutli-Putli,animated short film,Set Fire to Flames,drama film
Christmas Cracker,traditional animation,9,1963-01-01,Christmas Cracker,animated short film,Maurice Blackburn,children's film
The Secret Life of Pets,stop-motion,87,2016-06-16,The Secret Life of Pets,3D film,Hans Zimmer,comedy film
The Pirates! In an Adventure with Scientists!,stop-motion,88,2012-01-01,The Pirates! In an Adventure with Scientists!,3D film,Theodore Shapiro,comedy film
The Secret Life of Pets,stop-motion,87,2016-06-16,The Secret Life of Pets,animated film,Hans Zimmer,comedy film
Frankenweenie,stop-motion,87,2012-01-01,Frankenweenie,stop-motion animated film,Danny Elfman,fantasy film
Rudolph the Red-Nosed Reindeer,stop-motion,53,1964-12-06,Rudolph the Red-Nosed Reindeer,stop-motion animated film,Johnny Marks,musical film
Coraline,stop-motion,101,2009-01-01,Coraline,stop-motion animated film,Bruno Coulais,fantasy film
