col0,col1,col2,col3
Karl Marx-Hof,Austria,cultural property,Heiligenstadt
"Wachauerhof, Wien",Austria,multiple dwellings,Vienna
Schüttauhof,Austria,multiple dwellings,Donaustadt
Karl-Volkert-Hof,Austria,multiple dwellings,Vienna
Strindberghof,Austria,multiple dwellings,Vienna
Josef-Scheu-Hof,Austria,multiple dwellings,Vienna
Karl-Höger-Hof,Austria,multiple dwellings,Vienna
Dr.-Franz-Klein-Hof,Austria,multiple dwellings,Vienna
Anton-Schrammel-Hof,Austria,multiple dwellings,Vienna
"Gemeindebau Breitenseer Straße 106-108, Penzing",Austria,Gemeindebau,Vienna
Maria-Franc-Hof,Austria,Gemeindebau,Josefstadt
