col0,col1,col2,col3,col4
The Grim Game,The Grim Game,Harry Oliver,Irvin Willat,black-and-white
Altars of Desire,Altars of Desire,Cedric Gibbons,Christy Cabanne,black-and-white
Tempest,Tempest,William Cameron Menzies,Victor Tourjansky,black-and-white
A Woman of the World,A Woman of the World,Bert Glennon,Malcolm St. Clair,black-and-white
The Noose,The Noose,John Hughes,John Francis Dillon,black-and-white
Smiling Irish Eyes,Smiling Irish Eyes,Anton Grot,William A. Seiter,black-and-white
The Student Prince in Old Heidelberg,The Student Prince in Old Heidelberg,Cedric Gibbons,John M. Stahl,black-and-white
Amarilly of Clothes-Line Alley,Amarilly of Clothes-Line Alley,Wilfred Buckland,Marshall Neilan,black-and-white
Stella Maris,Stella Maris,Wilfred Buckland,Marshall Neilan,black-and-white
A Little Princess,A Little Princess,Wilfred Buckland,Marshall Neilan,black-and-white
