col0,col1,col2,col3,col4,col5,col6
2011 Amstel Gold Race,2011-04-17,Amstel Gold Race,2012 Amstel Gold Race,Cauberg,Óscar Freire,190
2014 Amstel Gold Race,2014-04-20,Amstel Gold Race,2015 Amstel Gold Race,Valkenburg,Simon Gerrans,200
2013 Amstel Gold Race,2013-04-14,Amstel Gold Race,2014 Amstel Gold Race,Vilt,Simon Gerrans,200
1972 Amstel Gold Race,1972-03-26,Amstel Gold Race,1973 Amstel Gold Race,Meerssen,Joop Zoetemelk,29
1974 Amstel Gold Race,1974-04-13,Amstel Gold Race,1975 Amstel Gold Race,Meerssen,Freddy Maertens,31
1976 Amstel Gold Race,1976-03-27,Amstel Gold Race,1977 Amstel Gold Race,Meerssen,Joop Zoetemelk,42
2015 Amstel Gold Race,2015-04-19,recurrent event edition,2016 Amstel Gold Race,Valkenburg,Philippe Gilbert,129
2016 Amstel Gold Race,2016-04-17,1.UWT,2017 Amstel Gold Race,Berg en Terblijt,Enrico Gasparotto,120
2015 Amstel Gold Race,2015-04-19,1.UWT,2016 Amstel Gold Race,Valkenburg,Philippe Gilbert,129
2016 Amstel Gold Race,2016-04-17,Amstel Gold Race,2017 Amstel Gold Race,Berg en Terblijt,Enrico Gasparotto,120
