col0,col1,col2,col3,col4
1978 Hungarian International Badminton Championships,badminton,1978-01-01,Budapest,1979 Hungarian International Badminton Championships
2014 Hungarian International Badminton Championships,badminton,2014-01-01,Budaörs,2015 Hungarian International Badminton Championships
2013 Hungarian International Badminton Championships,badminton,2013-01-01,Budaörs,2014 Hungarian International Badminton Championships
2012 Hungarian International Badminton Championships,badminton,2012-01-01,Budaörs,2013 Hungarian International Badminton Championships
1983 Hungarian International Badminton Championships,badminton,1983-01-01,Budapest,1984 Hungarian International Badminton Championships
2011 Hungarian International Badminton Championships,badminton,2011-01-01,Budaörs,2012 Hungarian International Badminton Championships
2010 Hungarian International Badminton Championships,badminton,2010-01-01,Budaörs,2011 Hungarian International Badminton Championships
2009 Hungarian International Badminton Championships,badminton,2009-01-01,Budapest,2010 Hungarian International Badminton Championships
2008 Hungarian International Badminton Championships,badminton,2008-01-01,Budapest,2009 Hungarian International Badminton Championships
2007 Hungarian International Badminton Championships,badminton,2007-01-01,Budapest,2008 Hungarian International Badminton Championships
2006 Hungarian International Badminton Championships,badminton,2006-01-01,Budapest,2007 Hungarian International Badminton Championships
2005 Hungarian International Badminton Championships,badminton,2005-01-01,Budapest,2006 Hungarian International Badminton Championships
2004 Hungarian International Badminton Championships,badminton,2004-01-01,Budapest,2005 Hungarian International Badminton Championships
2003 Hungarian International Badminton Championships,badminton,2003-01-01,Budapest,2004 Hungarian International Badminton Championships
2002 Hungarian International Badminton Championships,badminton,2002-01-01,Budapest,2003 Hungarian International Badminton Championships
