col0,col1,col2,col3,col4
Zeus,fictional shapeshifter,male,Hades,Wonder Woman
Ares,fictional shapeshifter,male,Hercules,Xena: Warrior Princess
Delirium,fictional shapeshifter,female,Destruction,The Sandman
Martian Manhunter,fictional shapeshifter,male,Ma'alefa'ak,Smallville
Zeus,deity in fictional work,male,Hades,Wonder Woman
Ares,television character,male,Hercules,Xena: Warrior Princess
Martian Manhunter,television character,male,Ma'alefa'ak,Smallville
Zeus,animated character,male,Hades,Wonder Woman
Martian Manhunter,animated character,male,Ma'alefa'ak,Smallville
Zeus,cosmic entity,male,Hades,Wonder Woman
