col0,col1,col2,col3,col4,col5
Mu Arae b,-51.83405306920083,Mu Arae,2000-12-12,-190.919,R. Paul Butler
Gliese 777 c,29.8968025,Gliese 777,2005-06-24,-525.309,Geoffrey Marcy
Gliese 876 c,-14.263699611,Gliese 876,2001-04-04,-675.33,Geoffrey Marcy
Madalitso,-49.79026600778916,Natasha,2009-10-19,-60.245,High Accuracy Radial Velocity Planet Searcher
HD 73267 b,-34.45997756970556,HD 73267,2008-10-26,-106.233,High Accuracy Radial Velocity Planet Searcher
HD 44219 b,-10.72500860841778,HD 44219,2009-10-19,-16.568,High Accuracy Radial Velocity Planet Searcher
Melquíades,-33.57702395718139,Macondo,2005-02-14,-152.238,High Accuracy Radial Velocity Planet Searcher
HD 4308 b,-65.64952139,HD 4308,2005-08-22,-741.962,High Accuracy Radial Velocity Planet Searcher
HD 69830 c,-12.632169889,HD 69830,2006-05-18,-987.59,High Accuracy Radial Velocity Planet Searcher
Mulchatna,71.75323116601223,Nushagak,2007-04-14,-33.197,Debra Fischer
Kepler-40b,47.52657368202306,Kepler-40,2011-01-04,-6.761,Kepler
Kepler-39b,46.03430532595416,Kepler-39,2011-08-03,-2.307,Kepler
Kepler-18d,44.74633542405611,Kepler-18,2011-01-01,-20.313,Kepler
