col0,col1,col2,col3,col4
Queen Louise bridge,1907-01-01,Lithuania,cultural heritage site in Russia,Neman River
Gateway to the Americas International Bridge,1954-01-01,United States of America,toll bridge,Rio Grande
Øresund Bridge,2000-07-01,Sweden,road–rail bridge,Øresund
King Fahd Causeway,1986-11-12,Bahrain,bridge–tunnel,Persian Gulf
Holzbrücke Bad Säckingen,1272-01-01,Switzerland,monument,Rhine
Fourth Thai–Lao Friendship Bridge,2013-12-11,Laos,prestressed concrete bridge,Mekong River
Holzbrücke Bad Säckingen,1272-01-01,Switzerland,covered bridge,Rhine
Øresund Bridge,2000-07-01,Sweden,multi-level bridge,Øresund
Rhine Bridge,2010-12-01,France,railway bridge,Rhine
San Roque González de Santa Cruz Bridge,1990-04-02,Argentina,railway bridge,Paraná River
Afghanistan–Uzbekistan Friendship Bridge,1982-01-01,Uzbekistan,railway bridge,Amu Darya
