col0,col1,col2,col3
Amt Unterspreewald,Dahme-Spreewald District,Amt,2013-01-01
Beckum,Beckum District,Amt,1843-01-01
Achterwehr,Rendsburg-Eckernförde,Amt,1970-01-01
Ribnitz-Damgarten,Vorpommern-Rügen District,Amt,2005-01-01
Golßener Land,Dahme-Spreewald District,Amt,1992-01-01
Usedom-Nord,Vorpommern-Greifswald District,Amt,2005-01-01
Amt Salzkotten-Boke,Büren District,Amt,1938-01-01
Amt Rosenberg,Berlin,Amt,1934-01-01
Oldenburg-Land,Ostholstein,Amt,1970-04-01
Mitteldithmarschen,Dithmarschen,Amt,2008-01-01
Lütjenburg,Plön District,Amt,1968-01-01
Nord-Rügen,Vorpommern-Rügen District,Amt,2005-01-01
Jarmen-Tutow,Vorpommern-Greifswald District,Amt,2004-01-01
Amt Schradenland,Elbe-Elster District,Amt,1992-01-01
