col0,col1,col2,col3,col4,col5,col6
2003 Bulgarian International Badminton Championships,Sofia,2003-01-01,2003-09-21,2003 Bulgarian International Badminton Championships – Mixed doubles,badminton,WikiProject Badminton/tournament focus list
2002 Bulgarian International Badminton Championships,Sofia,2002-01-01,2002-09-22,2002 Bulgarian International Badminton Championships – Mixed doubles,badminton,WikiProject Badminton/tournament focus list
1999 Bulgarian International Badminton Championships,Sofia,1999-01-01,1999-09-05,1999 Bulgarian International Badminton Championships – Mixed doubles,badminton,WikiProject Badminton/tournament focus list
1991 Bulgarian International Badminton Championships,Pazardzhik,1991-01-01,1991-11-17,1991 Bulgarian International Badminton Championships – Mixed doubles,badminton,WikiProject Badminton/tournament focus list
2016 Bulgarian International Badminton Championships,Sofia,2016-01-01,2016-10-09,2016 Bulgarian International Badminton Championships – Women's doubles,badminton,WikiProject Badminton/tournament focus list
2015 Bulgarian International Badminton Championships,Sofia,2015-01-01,2015-10-03,2015 Bulgarian International Badminton Championships – Women's doubles,badminton,WikiProject Badminton/tournament focus list
2014 Bulgarian International Badminton Championships,Sofia,2014-01-01,2014-10-05,2014 Bulgarian International Badminton Championships – Women's doubles,badminton,WikiProject Badminton/tournament focus list
2013 Bulgarian International Badminton Championships,Sofia,2013-01-01,2013-10-06,2013 Bulgarian International Badminton Championships – Women's doubles,badminton,WikiProject Badminton/tournament focus list
2012 Bulgarian International Badminton Championships,Sofia,2012-01-01,2012-10-07,2012 Bulgarian International Badminton Championships – Women's doubles,badminton,WikiProject Badminton/tournament focus list
2011 Bulgarian International Badminton Championships,Sofia,2011-01-01,2011-10-09,2011 Bulgarian International Badminton Championships – Women's doubles,badminton,WikiProject Badminton/tournament focus list
2010 Bulgarian International Badminton Championships,Sofia,2010-01-01,2010-10-10,2010 Bulgarian International Badminton Championships – Women's doubles,badminton,WikiProject Badminton/tournament focus list
2009 Bulgarian International Badminton Championships,Sofia,2009-01-01,2009-10-04,2009 Bulgarian International Badminton Championships – Women's doubles,badminton,WikiProject Badminton/tournament focus list
2008 Bulgarian International Badminton Championships,Sofia,2008-01-01,2008-10-05,2008 Bulgarian International Badminton Championships – Women's doubles,badminton,WikiProject Badminton/tournament focus list
2007 Bulgarian International Badminton Championships,Sofia,2007-01-01,2007-10-07,2007 Bulgarian International Badminton Championships – Women's doubles,badminton,WikiProject Badminton/tournament focus list
2006 Bulgarian International Badminton Championships,Sofia,2006-01-01,2006-09-16,2006 Bulgarian International Badminton Championships – Women's doubles,badminton,WikiProject Badminton/tournament focus list
