col0,col1,col2,col3
Trinidad and Tobago,outline of Trinidad and Tobago,British Windward Islands,4
Papua New Guinea,outline of Papua New Guinea,Territory of Papua and New Guinea,2
Brazil,outline of Brazil,Colonial Brazil,7
Pakistan,outline of Pakistan,Dominion of Pakistan,5
Haiti,outline of Haiti,Saint-Domingue,7
Barbados,outline of Barbados,West Indies Federation,12
Germany,outline of Germany,Trizone,5
Brazil,outline of Brazil,Empire of Brazil,7
Japan,outline of Japan,Empire of Japan,4
Australia,outline of Australia,United Kingdom of Great Britain and Ireland,6
Italy,outline of Italy,Kingdom of Italy,12
Iraq,outline of Iraq,Kingdom of Iraq,16
