col0,col1,col2,col3,col4
hexane,Male reproductive toxicant,hydrogen,response to hexane,-219
octane,Class IB flammable liquid,hydrogen,n-octane metabolic process,-70
hexane,Class IB flammable liquid,hydrogen,response to hexane,-219
octane,alkane,hydrogen,n-octane metabolic process,-70
hexane,alkane,hydrogen,response to hexane,-219
methane,alkane,hydrogen,"methanogenesis, from methanol",-182.49
decane,chemical compound,carbon,response to decane,-30
octane,chemical compound,hydrogen,n-octane metabolic process,-70
hexane,chemical compound,hydrogen,response to hexane,-219
methane,chemical compound,hydrogen,"methanogenesis, from methanol",-182.49
"2,2,4-trimethylpentane",octane,carbon,response to isooctane,-107.38
Heptadecane,hydrocarbon,carbon,heptadecane metabolic process,22
