col0,col1,col2,col3,col4,col5,col6,col7
Surrey,United Kingdom,1662.5177,Reigate and Banstead,Hampshire,non-metropolitan county,South East England,1189934
West Sussex,United Kingdom,1990.8718,Adur,Hampshire,ceremonial county of England,England,858852
Surrey,United Kingdom,1662.5177,Reigate and Banstead,Hampshire,ceremonial county of England,South East England,1189934
Worcestershire,United Kingdom,1740.5141,Worcester,Warwickshire,vice-county,England,592057
Oxfordshire,United Kingdom,2604.9318,Cherwell,Warwickshire,non-metropolitan county,South East England,687524
Warwickshire,United Kingdom,1975.0787,Warwick,Worcestershire,non-metropolitan county,England,571010
Worcestershire,United Kingdom,1740.5141,Worcester,Warwickshire,non-metropolitan county,England,592057
Oxfordshire,United Kingdom,2604.9318,Cherwell,Warwickshire,ceremonial county of England,South East England,687524
Warwickshire,United Kingdom,1975.0787,Warwick,Worcestershire,ceremonial county of England,England,571010
Worcestershire,United Kingdom,1740.5141,Worcester,Warwickshire,ceremonial county of England,England,592057
Surrey,United Kingdom,1662.5177,Epsom and Ewell,Berkshire,non-metropolitan county,England,1189934
Berkshire,United Kingdom,1261.9606,Slough,Surrey,non-metropolitan county,South East England,911403
