col0,col1,col2,col3,col4,col5,col6,col7
Patterns of Force,color,50,4:3,Ekos,George Duning,Paramount Stage 19,Herbert Weicker
The City on the Edge of Forever,color,50,4:3,New York City,Alexander Courage,Mayberry set,Herbert Weicker
The Galileo Seven,color,50,4:3,Murasaki 312,Alexander Courage,Paramount Stage 31,Herbert Weicker
The City on the Edge of Forever,color,50,4:3,New York City,Alexander Courage,Paramount Stage 31,Herbert Weicker
Patterns of Force,color,50,4:3,Ekos,George Duning,Paramount Stage 31,Herbert Weicker
The City on the Edge of Forever,color,50,4:3,New York City,Alexander Courage,40 Acres,Herbert Weicker
Patterns of Force,color,50,4:3,Ekos,George Duning,European Town,Gert Günther Hoffmann
The Galileo Seven,color,50,4:3,Murasaki 312,Alexander Courage,Paramount Stage 32,Gert Günther Hoffmann
The City on the Edge of Forever,color,50,4:3,New York City,Alexander Courage,Paramount Stage 19,Gert Günther Hoffmann
Patterns of Force,color,50,4:3,Ekos,George Duning,Paramount Stage 19,Gert Günther Hoffmann
