col0,col1,col2,col3,col4,col5
Bang Bon,Bang Bon,1998-03-06,Thailand,Bangkok,Bang Bon Nuea
Bang Na,Bang Na,1998-03-06,Thailand,Bangkok,Bang Na Nuea
Saphan Sung,Saphan Sung,1997-11-21,Thailand,Bangkok,Rat Phatthana
Suan Luang,Suan Luang,1994-01-14,Thailand,Bangkok,On Nut
Din Daeng,Din Daeng,1994-01-14,Thailand,Bangkok,Ratchadaphisek
Bueng Kum,Bueng Kum,1989-09-04,Thailand,Bangkok,Nuan Chan
Bang Sue,Bang Sue,1989-11-09,Thailand,Bangkok,Wong Sawang
Bang Kho Laem,Bang Kho Laem,1989-11-09,Thailand,Bangkok,Bang Khlo
Prawet,Prawet,1989-11-09,Thailand,Bangkok,Dok Mai
Lat Phrao,Lat Phrao,1989-09-04,Thailand,Bangkok,Chorakhe Bua
Bang Khae,Bang Khae,1998-03-06,Thailand,Bangkok,Lak Song
Sai Mai,Sai Mai,1997-11-21,Thailand,Bangkok,Khlong Thanon
Khan Na Yao,Khan Na Yao,1997-11-21,Thailand,Bangkok,Ram Inthra
