col0,col1,col2,col3,col4
A Unicorn and a Deer,tapestry,1750-01-01,unicorn,France
Scene from the Life of Saint Martin,tapestry,1550-01-01,Martin of Tours,France
The Mausoleum,tapestry,1560-01-01,Mausoleum of Maussollos,France
The Escorial,tapestry,1575-01-01,El Escorial,France
Scipio Enters the Capitol,tapestry,1660-01-01,Scipio Africanus,France
Repast with Syphax,tapestry,1660-01-01,Scipio Africanus,France
The Chariot,tapestry,1660-01-01,Scipio Africanus,France
embroidered heraldic hanging with the Arms of France and of La Rochelle,tapestry,1650-01-01,coat of arms,France
Saint Julien sent to Maine by Pope Clement to Convert the People,tapestry,1501-01-01,Julian of Le Mans,France
"Saint Gervasius, Saint Protasius, and Saint Julian",tapestry,1650-01-01,Gervasius and Protasius,France
Tapestry No. 1: Brussels Tapestry,wall hanging,1600-01-01,man,France
Tapestry no. 3: Flemish Tapestry,wall hanging,1700-01-01,Scylla,France
Hippomenes and Atalanta,wall hanging,1700-01-01,Atalanta,France
Saint Louis,wall hanging,1600-01-01,Louis IX of France,France
"Two angels raising a chalice, with Saint Peter, Saint James, Saint Augustine",wall hanging,1600-01-01,Augustine of Hippo,France
